fid,idvegetal,projet,site,entiteadmi,reseau,noevenemen,typeevenem,annee,dateprevue,genre,nomespece,cultivar,dhs,hauteur,formatpot,lat,lon,Present,Site_1,dbh_2025,height2025,Comments,Measured_height,Measured_DBH
"1899","127652",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,alba,TRISTIS,"25","225",7g,"45.441323642","-73.586790519",Present,DOUG-1,"6",6,,"0","0"
"1900","127653",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,matsudana,TORTUOSA,"40","425",20g,"45.441271153","-73.586780967",Present,DOUG-1,"8",7,,"0","1"
"1901","127654",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,matsudana,TORTUOSA,"40","425",20g,"45.441232034","-73.586740554",Present,DOUG-1,"7",7,,"0","1"
"1902","127655",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Alnus,glutinosa,,"30","275",7g,"45.441212723","-73.58678302",,DOUG-1,,,,,
"1903","127656",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Quercus,bicolor,,"20","175",15g,"45.44117567","-73.586837597",,DOUG-1,,,,,
"1904","127657",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441175728","-73.586757597",,DOUG-1,,,,,
"1905","127658",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Betula,papyrifera,,"25","250",10g,"45.441131549","-73.586772773",Present,DOUG-1,"2",4,,"0","1"
"1906","127659",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,matsudana,TORTUOSA,"40","425",20g,"45.441235063","-73.586687926",Present,DOUG-1,"6",8,,"0","1"
"1907","127660",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441285906","-73.586696096",,DOUG-1,,,,,
"1908","127661",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Betula,papyrifera,,"25","250",10g,"45.441322682","-73.586687903",,DOUG-1,,,,,
"1909","127662",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,alba,TRISTIS,"25","250",7g,"45.441366543","-73.586699956",Present,DOUG-1,"6",4.5,,"0","1"
"1910","127663",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,alba,TRISTIS,"25","225",7g,"45.441349748","-73.58662574",Present,DOUG-1,"6",4.5,,"0","1"
"1911","127664",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Catalpa,speciosa,,"45","300",10g,"45.441378654","-73.586619812",Present,DOUG-1,"5",3.3,,"0","1"
"1912","127666",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Quercus,bicolor,,"20","175",15g,"45.44135322","-73.586510473",,DOUG-1,,,,,
"1913","127667",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Picea,abies,,,"110",10g,"45.441317077","-73.586572373",,DOUG-1,,,,,
"1914","127668",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Thuja,occidentalis,,,"120",10g,"45.441293672","-73.586613119",,DOUG-1,,,,,
"1915","127669",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441297344","-73.586490073",,DOUG-1,,,,,
"1916","127670",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Thuja,occidentalis,,,"120",10g,"45.44126825","-73.586533507",,DOUG-1,,,,,
"1917","127671",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Catalpa,speciosa,,"45","300",10g,"45.441245573","-73.586575573",Present,DOUG-1,"4",4,,"0","1"
"1918","127672",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Abies,balsamea,,"15","90",3g,"45.441259405","-73.586613349",,DOUG-1,,,,,
"1919","127673",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Alnus,glutinosa,,"30","275",7g,"45.441224744","-73.586630236",Present,DOUG-1,"4",3.5,,"0","1"
"1920","127674",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Alnus,glutinosa,,"30","275",7g,"45.441190599","-73.586645602",,DOUG-1,,,,,
"1921","127675",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Alnus,glutinosa,,"30","275",7g,"45.441098324","-73.586700152",Present,DOUG-1,"5",3.5,,"0","1"
"1922","127676",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Picea,abies,,,"110",10g,"45.441062127","-73.586655547",,DOUG-1,,,,,
"1923","127677",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Abies,balsamea,,"15","90",3g,"45.441037807","-73.586581175",,DOUG-1,,,,,
"1924","127678",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Thuja,occidentalis,,,"120",10g,"45.441074007","-73.586525807",,DOUG-1,,,,,
"1925","127679",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Aesculus,glabra,,"40","225",15g,"45.441108577","-73.586535908",Present,DOUG-1,"3",2.75,,"0","1"
"1926","127680",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Betula,papyrifera,,"25","250",10g,"45.44114561","-73.586537469",Present,DOUG-1,"3",4,,"0","1"
"1927","127681",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,alba,TRISTIS,"25","225",7g,"45.441161688","-73.58658263",Present,DOUG-1,"5",5,,"0","1"
"1928","127682",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Aesculus,glabra,,"40","225",15g,"45.441217826","-73.586548198",Present,DOUG-1,"3",3.5,,"0","0"
"1929","127683",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441179998","-73.586491588",,DOUG-1,,,,,
"1930","127684",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Salix,matsudana,TORTUOSA,"40","425",20g,"45.441230726","-73.586464767",Present,DOUG-1,"8",6,,"0","0"
"1931","127685",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Abies,balsamea,,"15","90",3g,"45.441320159","-73.586437977",,DOUG-1,,,,,
"1932","127686",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Quercus,bicolor,,"20","175",15g,"45.441336429","-73.586399129",,DOUG-1,,,,,
"1933","127687",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Quercus,bicolor,,"20","175",15g,"45.441319563","-73.586311292",Present,DOUG-1,"3",2,,"0","1"
"1934","127688",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Betula,papyrifera,,"25","250",10g,"45.441260184","-73.586313541",Present,DOUG-1,"3",3,,"0","1"
"1935","127689",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441272896","-73.586374086",,DOUG-1,,,,,
"1936","127690",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Catalpa,speciosa,,"45","300",10g,"45.441238314","-73.586362963",Present,DOUG-1,"6",4.5,,"0","1"
"1937","127691",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441190196","-73.586330603",,DOUG-1,,,,,
"1938","127692",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Abies,balsamea,,"15","90",3g,"45.44118135","-73.586394122",,DOUG-1,,,,,
"1939","127693",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Betula,papyrifera,,"25","250",10g,"45.441171369","-73.586435398",,DOUG-1,,,,,
"1940","127694",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Catalpa,speciosa,,"45","300",10g,"45.44111684","-73.586438809",Present,DOUG-1,"4",3.5,,"0","1"
"1941","127695",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Picea,abies,,,"110",10g,"45.441129048","-73.586365443",,DOUG-1,,,,,
"1942","127696",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Aesculus,glabra,,"40","225",15g,"45.441081961","-73.586359537",Present,DOUG-1,"4",3,,"0","1"
"1943","127697",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Acer,pensylvanicum,,"10","150",3g,"45.441074901","-73.586441767",,DOUG-1,,,,,
"1944","127698",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Thuja,occidentalis,,,"120",10g,"45.44101469","-73.586437825",,DOUG-1,,,,,
"1945","127699",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Picea,abies,,,"110",10g,"45.441020885","-73.586362276",,DOUG-1,,,,,
"1946","127700",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Quercus,bicolor,,"60","350",pb,"45.440922554","-73.586403174",Present,DOUG-1,"6",3.5,,"0","1"
"1947","127701",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Abies,balsamea,,"15","90",3g,"45.440914035","-73.586359045",,DOUG-1,,,,,
"1948","127702",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Quercus,bicolor,,"60","350",pb,"45.440943315","-73.58627577",Present,DOUG-1,"6",5.5,,"0","1"
"1949","127727",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Populus,deltoides,SIOUXLAND,"30","200",7g,"45.440828626","-73.586179101",Present,DOUG-1,"8",7,,"0","0"
"1950","127832",CIUSSS de l'Ouest,Institut universitaire en santé mentale Douglas,verdun,santé,MLB028,plantation,"2024",2024-06-14T24:00:00.000,Gymnocladus,dioicus,,"30","175",15g,"45.440877125","-73.58623191",Present,DOUG-1,"5",4,,"0","1"
"1951","9",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Larix,laricina,,"0","150",2g,"45.565091768","-73.538816852",,STEI-1,,,,,
"1952","151",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Larix,laricina,,"0","150",2g,"45.565189758","-73.538974655",,STEI-1,,,,,
"1953","155",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Picea,glauca,,"0","80",2g,"45.564981361","-73.538850863",,STEI-1,,,,,
"1954","163",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Viburnum,lentago,,"0","80",1g,"45.565092019","-73.538764634",,STEI-1,,,,,
"1955","509",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Prunus,serotina,,"0","80",1g,"45.564989077","-73.538808299",,STEI-1,,,,,
"1956","551",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Ulmus,americana,PRINCETON,"55","400",15gal,"45.565097839","-73.538815047",,STEI-1,,,,,
"1957","559",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Crataegus,crus-galli,,"0","100",1g,"45.565164497","-73.538995854",,STEI-1,,,,,
"1958","638",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Betula,populifolia,,"0","150",1g,"45.565040744","-73.538693845",,STEI-1,,,,,
"1959","673",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Juglans,cinerea,,"0","100",5g,"45.565083652","-73.538788688",,STEI-1,,,,,
"1960","758",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Salix,nigra,,"0","175",5g,"45.565185272","-73.539015715",,STEI-1,,,,,
"1961","855",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Acer,saccharinum,,"40","300",10g,"45.565051809","-73.538719878",,STEI-1,,,,,
"1962","866",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Ulmus,americana,PRINCETON,"55","400",15gal,"45.565113871","-73.5388605",,STEI-1,,,,,
"1963","928",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Prunus,serotina,,"0","80",1g,"45.565058352","-73.538969445",,STEI-1,,,,,
"1964","1082",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Quercus,macrocarpa,,"0","175",5g,"45.565140881","-73.538896958",,STEI-1,,,,,
"1965","1124",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Quercus,macrocarpa,,"0","175",5g,"45.565067873","-73.538841478",,STEI-1,,,,,
"1966","1156",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Amelanchier,canadensis,,"0","125",2g,"45.565053161","-73.538686489",,STEI-1,,,,,
"1967","1385",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Populus,deltoides,SIOUXLAND,"30","250",5g,"45.565106165","-73.538839937",,STEI-1,,,,,
"1968","1419",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Ulmus,americana,PRINCETON,"55","400",15gal,"45.565150098","-73.538890807",,STEI-1,,,,,
"1969","1440",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Populus,deltoides,SIOUXLAND,"30","250",5g,"45.565162963","-73.538882447",,STEI-1,,,,,
"1970","1460",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Abies,balsamea,,"0","80",3g,"45.565125403","-73.538978244",,STEI-1,,,,,
"1971","1511",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Picea,glauca,,"0","80",2g,"45.564962208","-73.539027858",,STEI-1,,,,,
"1972","1533",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Celtis,occidentalis,,"40","400",15gal,"45.565131014","-73.538834438",,STEI-1,,,,,
"1973","1595",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Quercus,macrocarpa,,"0","175",5g,"45.565024894","-73.538883745",,STEI-1,,,,,
"1974","1599",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Celtis,occidentalis,,"40","400",15gal,"45.56502211","-73.538797532",,STEI-1,,,,,
"1975","1630",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Picea,glauca,,"0","80",2g,"45.56493036","-73.538895163",,STEI-1,,,,,
"1976","1638",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Picea,glauca,,"0","80",2g,"45.565053087","-73.538818262",,STEI-1,,,,,
"1977","1792",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Quercus,macrocarpa,,"0","175",5g,"45.565037674","-73.53885964",,STEI-1,,,,,
"1978","1812",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Abies,balsamea,,"0","80",3g,"45.565164189","-73.538972017",,STEI-1,,,,,
"1979","1838",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Juglans,cinerea,,"0","100",5g,"45.565117052","-73.538821892",,STEI-1,,,,,
"1980","1845",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Populus,deltoides,SIOUXLAND,"30","250",5g,"45.565094027","-73.538875072",,STEI-1,,,,,
"1981","2114",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Quercus,rubra,,"0","175",5g,"45.565089446","-73.538845302",,STEI-1,,,,,
"1982","2165",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Betula,populifolia,,"0","150",1g,"45.565132178","-73.538940099",,STEI-1,,,,,
"1983","2195",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Betula,populifolia,,"0","150",1g,"45.56505766","-73.538925525",,STEI-1,,,,,
"1984","2239",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Quercus,macrocarpa,,"0","175",5g,"45.565063064","-73.538875321",,STEI-1,,,,,
"1985","2283",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Ulmus,americana,PRINCETON,"55","400",15gal,"45.56515603","-73.538949118",,STEI-1,,,,,
"1986","2325",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Amelanchier,canadensis,,"0","125",2g,"45.565035385","-73.53873725",,STEI-1,,,,,
"1987","2329",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Prunus,serotina,,"0","80",1g,"45.565050064","-73.538932329",,STEI-1,,,,,
"1988","2401",Hydro-Québec,Boisé Steinberg,mercier-hochelaga-maisonneuve,industriel,KD023,plantation,"2023",2023-09-26T20:00:00.000,Larix,laricina,,"0","150",2g,"45.565033642","-73.53873486",,STEI-1,,,,,
